,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Ref_Wave,Test_Wave,MOS,warp_q_mfcc,warp_q_mel,pesq
18,18,18,18,resources/Genspeech/LPCNet_listening_test/mfall/dir2/ref.wav,resources/Genspeech/LPCNet_listening_test/mfall/dir2/lpcnu.wav,4.762300688,0.6739361007814901,1.9903909711725083,2.6762118339538574
19,19,19,19,resources/Genspeech/LPCNet_listening_test/vec18/dir2/ref.wav,resources/Genspeech/LPCNet_listening_test/vec18/dir2/lpcnu.wav,4.1338688260000005,0.6419504857731533,2.257544163594699,1.6942040920257568
20,20,20,20,resources/Genspeech/LPCNet_listening_test/mfall/dir3/ref.wav,resources/Genspeech/LPCNet_listening_test/mfall/dir3/lpcnu.wav,4.637970667,0.6608278795506406,1.6420693938638284,2.4996514320373535
21,21,21,21,resources/Genspeech/LPCNet_listening_test/vec18/dir3/ref.wav,resources/Genspeech/LPCNet_listening_test/vec18/dir3/lpcnu.wav,4.473444052,0.6350876170674359,2.2375777864333184,1.9208157062530518
22,22,22,22,resources/Genspeech/LPCNet_listening_test/mfall/dir4/ref.wav,resources/Genspeech/LPCNet_listening_test/mfall/dir4/lpcnu.wav,4.602751756,0.6656332137179262,1.899667379951269,2.5328807830810547
23,23,23,23,resources/Genspeech/LPCNet_listening_test/vec18/dir4/ref.wav,resources/Genspeech/LPCNet_listening_test/vec18/dir4/lpcnu.wav,4.624649593,0.6722540322552512,2.268335565764539,1.7602877616882324
24,24,24,24,resources/Genspeech/LPCNet_listening_test/mfall/dir5/ref.wav,resources/Genspeech/LPCNet_listening_test/mfall/dir5/lpcnu.wav,4.409693099999999,0.6289963878995275,1.9498825990935804,2.6136062145233154
25,25,25,25,resources/Genspeech/LPCNet_listening_test/vec18/dir5/ref.wav,resources/Genspeech/LPCNet_listening_test/vec18/dir5/lpcnu.wav,4.586875715,0.6395310549661702,2.381174478766354,1.8236249685287476
26,26,26,26,resources/Genspeech/LPCNet_listening_test/mfall/dir6/ref.wav,resources/Genspeech/LPCNet_listening_test/mfall/dir6/lpcnu.wav,4.303802897,0.6509126748151679,2.1152780238455837,2.6448988914489746
27,27,27,27,resources/Genspeech/LPCNet_listening_test/vec18/dir6/ref.wav,resources/Genspeech/LPCNet_listening_test/vec18/dir6/lpcnu.wav,4.593535551,0.6515998889607981,2.367242169050642,1.914974331855774
28,28,28,28,resources/Genspeech/LPCNet_listening_test/mfall/dir7/ref.wav,resources/Genspeech/LPCNet_listening_test/mfall/dir7/lpcnu.wav,4.343118566,0.6002145563778424,2.075474882968721,2.613893747329712
29,29,29,29,resources/Genspeech/LPCNet_listening_test/vec18/dir7/ref.wav,resources/Genspeech/LPCNet_listening_test/vec18/dir7/lpcnu.wav,4.439526924,0.6572165872613476,2.3724693850791847,1.5333852767944336
30,30,30,30,resources/Genspeech/LPCNet_listening_test/mfall/dir8/ref.wav,resources/Genspeech/LPCNet_listening_test/mfall/dir8/lpcnu.wav,4.402463893,0.6048476383977464,1.9762702645399852,2.7671844959259033
31,31,31,31,resources/Genspeech/LPCNet_listening_test/vec18/dir8/ref.wav,resources/Genspeech/LPCNet_listening_test/vec18/dir8/lpcnu.wav,4.485601933,0.6118158733916624,2.5145759540494637,1.7977354526519775
32,32,32,32,resources/Genspeech/LPCNet_listening_test/mfall/dir1/ref.wav,resources/Genspeech/LPCNet_listening_test/mfall/dir1/melp.wav,2.2694926840000003,0.9446304933824123,2.430232217311574,1.8080418109893799
33,33,33,33,resources/Genspeech/LPCNet_listening_test/vec18/dir1/ref.wav,resources/Genspeech/LPCNet_listening_test/vec18/dir1/melp.wav,2.471025543,0.9291049478945312,2.1512717231237346,1.822676181793213
34,34,34,34,resources/Genspeech/LPCNet_listening_test/mfall/dir2/ref.wav,resources/Genspeech/LPCNet_listening_test/mfall/dir2/melp.wav,2.812428517,0.9629371008658286,2.3205459155411443,1.9291083812713623
35,35,35,35,resources/Genspeech/LPCNet_listening_test/vec18/dir2/ref.wav,resources/Genspeech/LPCNet_listening_test/vec18/dir2/melp.wav,2.328601759,1.0031497015484232,2.4332450561020753,1.6928379535675049
36,36,36,36,resources/Genspeech/LPCNet_listening_test/mfall/dir3/ref.wav,resources/Genspeech/LPCNet_listening_test/mfall/dir3/melp.wav,1.958214662,0.9162020037931624,2.1005880499943324,1.6936269998550415
37,37,37,37,resources/Genspeech/LPCNet_listening_test/vec18/dir3/ref.wav,resources/Genspeech/LPCNet_listening_test/vec18/dir3/melp.wav,2.185808235,0.956070607399162,2.3220254086047807,1.8141396045684814
38,38,38,38,resources/Genspeech/LPCNet_listening_test/mfall/dir4/ref.wav,resources/Genspeech/LPCNet_listening_test/mfall/dir4/melp.wav,2.470719188,0.9196292875492571,2.590908301134281,1.8464243412017822
39,39,39,39,resources/Genspeech/LPCNet_listening_test/vec18/dir4/ref.wav,resources/Genspeech/LPCNet_listening_test/vec18/dir4/melp.wav,2.260159001,0.9874305865752595,2.355814086672402,1.708662509918213
40,40,40,40,resources/Genspeech/LPCNet_listening_test/mfall/dir5/ref.wav,resources/Genspeech/LPCNet_listening_test/mfall/dir5/melp.wav,2.695005719,0.9242062970642324,2.2457484207600045,2.2780327796936035
41,41,41,41,resources/Genspeech/LPCNet_listening_test/vec18/dir5/ref.wav,resources/Genspeech/LPCNet_listening_test/vec18/dir5/melp.wav,2.21325772,0.9903567531955679,2.5441550810433475,1.8939454555511475
42,42,42,42,resources/Genspeech/LPCNet_listening_test/mfall/dir6/ref.wav,resources/Genspeech/LPCNet_listening_test/mfall/dir6/melp.wav,2.58754289,0.910015204402168,2.3957937012419444,2.251117467880249
43,43,43,43,resources/Genspeech/LPCNet_listening_test/vec18/dir6/ref.wav,resources/Genspeech/LPCNet_listening_test/vec18/dir6/melp.wav,2.540185379,0.9951090330917208,2.3352336936114377,1.844268560409546
44,44,44,44,resources/Genspeech/LPCNet_listening_test/mfall/dir7/ref.wav,resources/Genspeech/LPCNet_listening_test/mfall/dir7/melp.wav,2.59697865,0.9454706972858262,2.360920715580505,2.0956974029541016
45,45,45,45,resources/Genspeech/LPCNet_listening_test/vec18/dir7/ref.wav,resources/Genspeech/LPCNet_listening_test/vec18/dir7/melp.wav,2.5248970440000003,0.9727814261884332,2.335011380912401,1.6513442993164062
46,46,46,46,resources/Genspeech/LPCNet_listening_test/mfall/dir8/ref.wav,resources/Genspeech/LPCNet_listening_test/mfall/dir8/melp.wav,2.625578514,0.9225200535660453,2.259043039808172,1.9261431694030762
47,47,47,47,resources/Genspeech/LPCNet_listening_test/vec18/dir8/ref.wav,resources/Genspeech/LPCNet_listening_test/vec18/dir8/melp.wav,2.045493955,0.9940259996637062,2.5377016916376034,1.870354175567627
48,48,48,48,resources/Genspeech/LPCNet_listening_test/mfall/dir1/ref.wav,resources/Genspeech/LPCNet_listening_test/mfall/dir1/opus.wav,4.253171546,0.7045832518480979,2.0560178296560734,3.097052812576294
49,49,49,49,resources/Genspeech/OpusNet_listening_test/mfall/dir1/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir1/opus9.wav,3.700810449,0.6561931301887667,1.9028312514055725,2.4981048107147217
50,50,50,50,resources/Genspeech/LPCNet_listening_test/vec18/dir1/ref.wav,resources/Genspeech/LPCNet_listening_test/vec18/dir1/opus.wav,4.332443767,0.6135139113684147,1.7149340653755274,3.4189014434814453
51,51,51,51,resources/Genspeech/OpusNet_listening_test/vec18/dir1/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir1/opus9.wav,4.092215623,0.6309150599280064,2.129290894688604,3.328202962875366
52,52,52,52,resources/Genspeech/LPCNet_listening_test/mfall/dir2/ref.wav,resources/Genspeech/LPCNet_listening_test/mfall/dir2/opus.wav,3.895320805,0.6949030170987649,2.045042951770084,2.7855188846588135
53,53,53,53,resources/Genspeech/OpusNet_listening_test/mfall/dir2/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir2/opus9.wav,4.158329345,0.6888848713763249,1.9579333276388917,3.14528226852417
54,54,54,54,resources/Genspeech/LPCNet_listening_test/vec18/dir2/ref.wav,resources/Genspeech/LPCNet_listening_test/vec18/dir2/opus.wav,3.996670698,0.7026485614560556,1.892822604302819,3.061927556991577
55,55,55,55,resources/Genspeech/OpusNet_listening_test/vec18/dir2/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir2/opus9.wav,4.112307099,0.6744827915843046,1.9821835811989954,3.08518385887146
56,56,56,56,resources/Genspeech/LPCNet_listening_test/mfall/dir3/ref.wav,resources/Genspeech/LPCNet_listening_test/mfall/dir3/opus.wav,4.3149346280000005,0.7036982192205032,1.794330276635036,3.247589588165283
57,57,57,57,resources/Genspeech/OpusNet_listening_test/mfall/dir3/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir3/opus9.wav,3.527438332,0.6355543010523654,2.043130490519991,3.2345476150512695
58,58,58,58,resources/Genspeech/LPCNet_listening_test/vec18/dir3/ref.wav,resources/Genspeech/LPCNet_listening_test/vec18/dir3/opus.wav,4.543140011,0.6401679518276289,1.9775070452725927,3.141491651535034
59,59,59,59,resources/Genspeech/OpusNet_listening_test/vec18/dir3/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir3/opus9.wav,4.277102062,0.6960039567663621,1.9288566615058673,2.537437915802002
60,60,60,60,resources/Genspeech/LPCNet_listening_test/mfall/dir4/ref.wav,resources/Genspeech/LPCNet_listening_test/mfall/dir4/opus.wav,3.959098088,0.6789765295430137,2.0247388464412075,3.3059847354888916
61,61,61,61,resources/Genspeech/OpusNet_listening_test/mfall/dir4/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir4/opus9.wav,3.987682611,0.683021645478172,2.056719635388909,3.200284004211426
62,62,62,62,resources/Genspeech/LPCNet_listening_test/vec18/dir4/ref.wav,resources/Genspeech/LPCNet_listening_test/vec18/dir4/opus.wav,4.364888654,0.6596807471844525,1.8827054263757628,3.245199680328369
63,63,63,63,resources/Genspeech/OpusNet_listening_test/vec18/dir4/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir4/opus9.wav,3.699193433,0.6559093937439725,2.109823411961978,3.1524078845977783
64,64,64,64,resources/Genspeech/LPCNet_listening_test/mfall/dir5/ref.wav,resources/Genspeech/LPCNet_listening_test/mfall/dir5/opus.wav,3.319338543,0.6671131055171873,1.9681234882257608,3.350742816925049
65,65,65,65,resources/Genspeech/OpusNet_listening_test/mfall/dir5/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir5/opus9.wav,3.931971471,0.6769195206920777,1.9299556206937976,3.3933136463165283
66,66,66,66,resources/Genspeech/LPCNet_listening_test/vec18/dir5/ref.wav,resources/Genspeech/LPCNet_listening_test/vec18/dir5/opus.wav,4.339973313,0.6470443628668939,2.037531928304902,3.2601096630096436
67,67,67,67,resources/Genspeech/OpusNet_listening_test/vec18/dir5/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir5/opus9.wav,3.715281819,0.6906585982548211,1.8160356235457558,3.5034213066101074
68,68,68,68,resources/Genspeech/LPCNet_listening_test/mfall/dir6/ref.wav,resources/Genspeech/LPCNet_listening_test/mfall/dir6/opus.wav,3.760722455,0.6892544695710092,1.995937912574833,3.5577046871185303
69,69,69,69,resources/Genspeech/OpusNet_listening_test/mfall/dir6/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir6/opus9.wav,3.723724341,0.7310390130461188,1.635736780812087,2.328463554382324
70,70,70,70,resources/Genspeech/LPCNet_listening_test/vec18/dir6/ref.wav,resources/Genspeech/LPCNet_listening_test/vec18/dir6/opus.wav,4.040792985,0.6726457842956727,1.9526208941978458,3.0766961574554443
71,71,71,71,resources/Genspeech/OpusNet_listening_test/vec18/dir6/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir6/opus9.wav,4.007256795,0.6628099886984675,2.1223871692182077,3.103992462158203
72,72,72,72,resources/Genspeech/LPCNet_listening_test/mfall/dir7/ref.wav,resources/Genspeech/LPCNet_listening_test/mfall/dir7/opus.wav,4.173274876,0.6641555126428802,2.0124758686258195,3.2137868404388428
73,73,73,73,resources/Genspeech/OpusNet_listening_test/mfall/dir7/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir7/opus9.wav,4.332489394,0.6565649247963041,1.84554529723914,3.233551025390625
74,74,74,74,resources/Genspeech/LPCNet_listening_test/vec18/dir7/ref.wav,resources/Genspeech/LPCNet_listening_test/vec18/dir7/opus.wav,4.522478665,0.6661023524072128,2.063759930763965,2.8405115604400635
75,75,75,75,resources/Genspeech/OpusNet_listening_test/vec18/dir7/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir7/opus9.wav,3.459367852,0.7062311350785603,1.8544148927640254,3.167206048965454
76,76,76,76,resources/Genspeech/LPCNet_listening_test/mfall/dir8/ref.wav,resources/Genspeech/LPCNet_listening_test/mfall/dir8/opus.wav,3.832478123,0.652775517963797,2.0535207941794424,3.256603479385376
77,77,77,77,resources/Genspeech/OpusNet_listening_test/mfall/dir8/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir8/opus9.wav,4.055941305,0.6580607438044975,1.9956229023009973,3.173021078109741
78,78,78,78,resources/Genspeech/LPCNet_listening_test/vec18/dir8/ref.wav,resources/Genspeech/LPCNet_listening_test/vec18/dir8/opus.wav,3.858073125,0.6354072338659704,2.1404250979235475,3.250368356704712
79,79,79,79,resources/Genspeech/OpusNet_listening_test/vec18/dir8/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir8/opus9.wav,4.36088649,0.6127569915143309,1.8739108087178247,3.3759493827819824
80,80,80,80,resources/Genspeech/LPCNet_listening_test/mfall/dir1/ref.wav,resources/Genspeech/LPCNet_listening_test/mfall/dir1/speex.wav,1.407801675,0.9830298219798204,2.631367291379677,1.4873751401901245
81,81,81,81,resources/Genspeech/OpusNet_listening_test/mfall/dir1/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir1/speex.wav,1.424052735,1.001239862335301,2.6173215169818804,1.4496252536773682
82,82,82,82,resources/Genspeech/LPCNet_listening_test/vec18/dir1/ref.wav,resources/Genspeech/LPCNet_listening_test/vec18/dir1/speex.wav,1.304422417,0.9883703129873967,2.318665662304602,1.4635438919067383
83,83,83,83,resources/Genspeech/OpusNet_listening_test/vec18/dir1/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir1/speex.wav,1.206859362,1.0309359027893052,2.75946220980713,1.4972264766693115
84,84,84,84,resources/Genspeech/LPCNet_listening_test/mfall/dir2/ref.wav,resources/Genspeech/LPCNet_listening_test/mfall/dir2/speex.wav,1.3598764330000002,1.0168841956555148,2.4707389743384547,1.4847512245178223
85,85,85,85,resources/Genspeech/OpusNet_listening_test/mfall/dir2/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir2/speex.wav,1.314551715,1.0290488724314872,2.614040250177817,1.6101734638214111
86,86,86,86,resources/Genspeech/LPCNet_listening_test/vec18/dir2/ref.wav,resources/Genspeech/LPCNet_listening_test/vec18/dir2/speex.wav,1.274399543,1.0374967400544826,2.5606898451690263,1.5704388618469238
87,87,87,87,resources/Genspeech/OpusNet_listening_test/vec18/dir2/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir2/speex.wav,1.335937112,1.0966548918935943,2.580549129420354,1.4672785997390747
88,88,88,88,resources/Genspeech/LPCNet_listening_test/mfall/dir3/ref.wav,resources/Genspeech/LPCNet_listening_test/mfall/dir3/speex.wav,1.181152026,0.9378321236760842,2.2967263462928402,1.3898067474365234
89,89,89,89,resources/Genspeech/OpusNet_listening_test/mfall/dir3/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir3/speex.wav,1.263859597,0.9537617675644887,2.537586557066257,1.558372974395752
90,90,90,90,resources/Genspeech/LPCNet_listening_test/vec18/dir3/ref.wav,resources/Genspeech/LPCNet_listening_test/vec18/dir3/speex.wav,1.490457015,1.0359763059669405,2.614790262334101,1.4345760345458984
91,91,91,91,resources/Genspeech/OpusNet_listening_test/vec18/dir3/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir3/speex.wav,1.316505356,1.043886446917575,2.5697119067485517,1.5220694541931152
92,92,92,92,resources/Genspeech/LPCNet_listening_test/mfall/dir4/ref.wav,resources/Genspeech/LPCNet_listening_test/mfall/dir4/speex.wav,1.740571047,1.0232004837806858,2.4695749593552154,1.732069492340088
93,93,93,93,resources/Genspeech/OpusNet_listening_test/mfall/dir4/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir4/speex.wav,1.597624533,1.0068578064118545,2.5763103717807216,1.7221062183380127
94,94,94,94,resources/Genspeech/LPCNet_listening_test/vec18/dir4/ref.wav,resources/Genspeech/LPCNet_listening_test/vec18/dir4/speex.wav,1.385408491,1.0140721553206264,2.4522347369973825,1.4390525817871094
95,95,95,95,resources/Genspeech/OpusNet_listening_test/vec18/dir4/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir4/speex.wav,1.42920499,1.0570292099131318,2.6847772392350344,1.5279544591903687
96,96,96,96,resources/Genspeech/LPCNet_listening_test/mfall/dir5/ref.wav,resources/Genspeech/LPCNet_listening_test/mfall/dir5/speex.wav,1.258149066,1.014667832463372,2.6298950860993595,1.6785011291503906
97,97,97,97,resources/Genspeech/OpusNet_listening_test/mfall/dir5/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir5/speex.wav,1.242277805,1.0800223054943963,2.4262758640128563,1.6501493453979492
98,98,98,98,resources/Genspeech/LPCNet_listening_test/vec18/dir5/ref.wav,resources/Genspeech/LPCNet_listening_test/vec18/dir5/speex.wav,1.429565383,1.0226430884644615,2.7171367084419,1.5436453819274902
99,99,99,99,resources/Genspeech/OpusNet_listening_test/vec18/dir5/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir5/speex.wav,1.14925156,1.0009164314916024,2.4560834369083753,1.5070029497146606
100,100,100,100,resources/Genspeech/LPCNet_listening_test/mfall/dir6/ref.wav,resources/Genspeech/LPCNet_listening_test/mfall/dir6/speex.wav,1.283835303,1.0455788728661153,2.6102028221934255,1.5643699169158936
101,101,101,101,resources/Genspeech/OpusNet_listening_test/mfall/dir6/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir6/speex.wav,1.179048699,1.0523856321755038,2.2958591218539413,1.5341825485229492
102,102,102,102,resources/Genspeech/LPCNet_listening_test/vec18/dir6/ref.wav,resources/Genspeech/LPCNet_listening_test/vec18/dir6/speex.wav,1.395027164,0.9989631871395207,2.5275443209270976,1.5853593349456787
103,103,103,103,resources/Genspeech/OpusNet_listening_test/vec18/dir6/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir6/speex.wav,1.528863937,1.0577305739906513,2.6957811593689955,1.6283438205718994
104,104,104,104,resources/Genspeech/LPCNet_listening_test/mfall/dir7/ref.wav,resources/Genspeech/LPCNet_listening_test/mfall/dir7/speex.wav,1.404927564,0.993906384874101,2.8679868730049005,1.5343759059906006
105,105,105,105,resources/Genspeech/OpusNet_listening_test/mfall/dir7/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir7/speex.wav,1.312544107,0.9947689612320691,2.67793309262923,1.504909634590149
106,106,106,106,resources/Genspeech/LPCNet_listening_test/vec18/dir7/ref.wav,resources/Genspeech/LPCNet_listening_test/vec18/dir7/speex.wav,1.460522513,1.016304705241159,2.746408019044016,1.430239200592041
107,107,107,107,resources/Genspeech/OpusNet_listening_test/vec18/dir7/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir7/speex.wav,1.125,1.0374967411386726,2.5606898451690263,1.5744692087173462
108,108,108,108,resources/Genspeech/LPCNet_listening_test/mfall/dir8/ref.wav,resources/Genspeech/LPCNet_listening_test/mfall/dir8/speex.wav,1.298537535,1.0249114717540295,2.737339676114676,1.5702154636383057
109,109,109,109,resources/Genspeech/OpusNet_listening_test/mfall/dir8/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir8/speex.wav,1.303007966,0.9982921258719307,2.6511808903310397,1.5803816318511963
110,110,110,110,resources/Genspeech/LPCNet_listening_test/vec18/dir8/ref.wav,resources/Genspeech/LPCNet_listening_test/vec18/dir8/speex.wav,1.365713355,0.9855437737224606,2.822078060457297,1.4714378118515015
111,111,111,111,resources/Genspeech/OpusNet_listening_test/vec18/dir8/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir8/speex.wav,1.262977306,0.9883703129873967,2.318665662304602,1.4635438919067383
112,112,112,112,resources/Genspeech/OpusNet_listening_test/mfall/dir1/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir1/lpcn.wav,3.130606422,0.8034269876783098,2.336619755088314,1.6647469997406006
113,113,113,113,resources/Genspeech/OpusNet_listening_test/vec18/dir1/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir1/lpcn.wav,3.043356342,0.8200374072749713,2.608382383777878,1.7524464130401611
114,114,114,114,resources/Genspeech/OpusNet_listening_test/mfall/dir2/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir2/lpcn.wav,3.409491325,0.8092407113180586,2.517464402680411,1.9709113836288452
115,115,115,115,resources/Genspeech/OpusNet_listening_test/vec18/dir2/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir2/lpcn.wav,3.237960807,0.8245323962099053,2.2769921834586064,1.5595576763153076
116,116,116,116,resources/Genspeech/OpusNet_listening_test/mfall/dir3/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir3/lpcn.wav,2.928669057,0.8238727287811572,2.410103085978184,1.5326812267303467
117,117,117,117,resources/Genspeech/OpusNet_listening_test/vec18/dir3/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir3/lpcn.wav,3.401504065,0.8691122649584331,2.434486171794224,1.6460952758789062
118,118,118,118,resources/Genspeech/OpusNet_listening_test/mfall/dir4/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir4/lpcn.wav,3.702602185,0.8650273737889042,2.1776914452644895,1.6485340595245361
119,119,119,119,resources/Genspeech/OpusNet_listening_test/vec18/dir4/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir4/lpcn.wav,3.297682163,0.8572406275715116,2.5627520816737634,1.6516072750091553
120,120,120,120,resources/Genspeech/OpusNet_listening_test/mfall/dir5/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir5/lpcn.wav,2.526143526,0.8885405234774827,2.358098281972314,1.650959849357605
121,121,121,121,resources/Genspeech/OpusNet_listening_test/vec18/dir5/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir5/lpcn.wav,2.661952967,0.8465462357920644,2.395853354668661,1.6686749458312988
122,122,122,122,resources/Genspeech/OpusNet_listening_test/mfall/dir6/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir6/lpcn.wav,3.163041515,0.8923382400369487,2.225992720926564,1.6644212007522583
123,123,123,123,resources/Genspeech/OpusNet_listening_test/vec18/dir6/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir6/lpcn.wav,3.072714977,0.8386229454105295,2.51853518365767,1.6946370601654053
124,124,124,124,resources/Genspeech/OpusNet_listening_test/mfall/dir7/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir7/lpcn.wav,2.770067975,0.8248966671620132,2.4405906936728643,1.5814945697784424
125,125,125,125,resources/Genspeech/OpusNet_listening_test/vec18/dir7/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir7/lpcn.wav,2.365900806,0.880515693157134,2.395735749871095,1.6296846866607666
